event_type,src_ip_type,dst_port,protocol,alert_severity,alert_signature,failed_attempts,session_duration,bytes_sent,is_cloud_asset,label
auth,internal,80,tcp,medium,bruteforce,24,1199,1049,0,1
ids,internal,3306,tcp,low,normal,3,737,11065,0,0
auth,external,22,tcp,medium,normal,4,128,286,0,1
ids,internal,3306,tcp,high,malware,4,346,1038,1,1
cloud,internal,3306,udp,low,normal,1,280,7371,0,0
ids,external,8080,tcp,medium,normal,2,614,4020,1,0
cloud,internal,5432,tcp,low,normal,2,932,3766,1,0
cloud,external,8080,tcp,high,bruteforce,15,235,7958,1,1
cloud,internal,8080,tcp,low,normal,3,175,24,0,0
firewall,internal,53,tcp,low,normal,1,204,13598,0,0
auth,internal,3389,tcp,high,malware,2,137,20673,1,1
firewall,internal,21,tcp,medium,normal,0,52,31835,0,0
ids,internal,25,tcp,medium,normal,2,621,17937,1,0
firewall,internal,8080,tcp,medium,normal,0,71,9505,1,0
ids,internal,22,tcp,high,port_scan,0,588,3213,0,1
cloud,external,5432,udp,low,normal,4,780,7158,1,0
ids,internal,443,tcp,medium,normal,1,105,9946,0,0
firewall,external,8080,tcp,low,normal,4,84,7204,0,0
auth,external,8080,udp,low,normal,4,219,828,1,0
firewall,internal,80,tcp,low,normal,0,1052,3495,0,0
auth,internal,3389,tcp,low,normal,1,146,6042,0,0
ids,internal,22,tcp,medium,normal,0,262,8334,0,0
firewall,external,80,tcp,low,normal,2,593,18292,0,1
ids,external,25,udp,medium,normal,1,42,141,0,1
cloud,internal,53,udp,low,normal,0,0,8189,0,0
auth,internal,22,tcp,low,normal,1,74,14194,0,0
cloud,external,22,udp,low,normal,0,540,471,0,1
ids,external,25,tcp,high,bruteforce,14,52,17042,0,1
ids,internal,53,udp,low,normal,1,426,5222,0,0
ids,internal,25,tcp,low,normal,3,595,4592,0,0
ids,internal,21,tcp,medium,normal,3,218,4890,0,0
ids,external,3389,udp,medium,bruteforce,14,58,10518,0,1
auth,external,5432,tcp,low,normal,2,147,275,0,0
ids,internal,3306,tcp,low,normal,1,429,1367,1,0
firewall,internal,25,tcp,high,malware,0,31,8157,1,1
cloud,external,3306,tcp,low,normal,2,253,4505,0,0
auth,external,8080,tcp,low,normal,3,269,17468,0,0
firewall,internal,80,tcp,medium,normal,1,102,16621,0,0
firewall,internal,443,tcp,high,normal,1,744,8033,1,1
firewall,internal,22,tcp,medium,normal,2,35,140,0,0
ids,internal,443,udp,medium,normal,5,10,5088,0,0
auth,internal,3306,tcp,high,bruteforce,27,170,9278,0,1
firewall,internal,3389,tcp,low,normal,3,3,992,0,0
cloud,external,53,tcp,medium,port_scan,4,155,754,0,1
auth,external,80,tcp,high,malware,0,1300,8076,0,1
auth,internal,80,udp,low,normal,4,252,1769,0,0
firewall,external,80,udp,medium,bruteforce,41,345,1166,1,1
ids,external,443,udp,low,normal,2,203,1172,0,1
auth,internal,53,tcp,medium,normal,2,77,10955,1,0
firewall,external,5432,tcp,low,normal,1,212,842,1,0
ids,internal,3306,udp,low,normal,2,47,887,0,0
ids,external,3389,tcp,low,normal,2,272,1577,0,0
ids,internal,25,tcp,low,normal,2,361,302,0,0
auth,internal,5432,tcp,high,normal,1,165,3385,1,1
ids,internal,21,tcp,high,port_scan,2,43,166,0,1
firewall,internal,25,tcp,medium,normal,4,269,14281,0,0
firewall,internal,25,tcp,low,normal,4,504,1700,1,0
firewall,external,53,udp,medium,malware,2,125,2115,0,1
cloud,external,21,tcp,low,normal,0,49,4374,0,1
cloud,internal,8080,tcp,low,normal,1,358,2925,0,0
firewall,internal,22,tcp,medium,bruteforce,17,472,566,0,1
ids,external,5432,udp,high,bruteforce,26,232,643,0,1
firewall,internal,22,tcp,medium,malware,3,88,17469,0,1
auth,internal,22,tcp,medium,normal,4,1759,1134,0,0
firewall,external,53,tcp,high,malware,4,7,71025,1,1
auth,external,80,tcp,medium,port_scan,0,450,7147,1,1
ids,external,25,tcp,low,normal,2,286,6325,1,1
auth,internal,3389,tcp,medium,bruteforce,39,333,855,1,1
ids,internal,25,tcp,high,normal,0,293,3039,0,1
auth,external,21,udp,high,bruteforce,17,285,6854,1,1
firewall,external,5432,tcp,medium,normal,1,101,2990,1,0
auth,external,443,tcp,medium,normal,2,211,4512,0,1
ids,internal,23,tcp,high,port_scan,2,233,5394,0,1
firewall,external,53,tcp,medium,normal,1,14,939,0,1
auth,internal,53,tcp,high,normal,2,358,204,1,1
ids,internal,21,udp,low,normal,5,62,6044,1,0
auth,internal,80,udp,high,normal,2,971,11438,1,1
auth,external,5432,tcp,low,normal,1,311,18689,1,0
firewall,internal,8080,udp,high,normal,1,465,885,0,1
firewall,internal,22,tcp,low,normal,1,264,4166,1,0
firewall,external,80,udp,high,port_scan,2,245,6455,1,1
firewall,internal,23,tcp,medium,port_scan,2,19,103,0,1
firewall,internal,53,tcp,medium,normal,3,678,4746,0,0
auth,external,3389,udp,low,normal,2,788,16242,0,0
firewall,external,25,tcp,medium,normal,1,340,152,0,1
ids,internal,8080,tcp,low,normal,2,841,9324,0,0
ids,external,443,tcp,high,normal,2,133,8298,0,1
ids,internal,21,tcp,low,normal,1,167,6502,0,0
firewall,external,3306,tcp,high,normal,0,590,5742,1,1
auth,external,443,udp,medium,port_scan,3,856,43,0,1
auth,internal,3389,tcp,high,bruteforce,39,82,703,1,1
ids,external,5432,tcp,low,normal,1,124,898,1,0
cloud,internal,8080,tcp,low,normal,2,512,1021,1,0
firewall,internal,5432,tcp,medium,normal,1,2,4508,0,0
cloud,external,22,tcp,low,normal,2,92,668,0,1
auth,internal,443,tcp,medium,normal,1,1431,5289,0,0
auth,internal,53,tcp,medium,port_scan,3,268,9077,1,1
ids,internal,443,tcp,low,normal,1,328,15932,0,0
ids,internal,25,tcp,medium,malware,2,717,16137,0,1
ids,external,25,udp,high,port_scan,3,30,2045,1,1
auth,external,23,tcp,high,port_scan,3,131,2375,0,1
firewall,internal,53,tcp,low,normal,3,117,19875,1,0
auth,internal,53,tcp,high,port_scan,1,59,99,0,1
firewall,internal,8080,tcp,low,normal,4,38,2200,0,0
cloud,internal,22,tcp,low,normal,4,488,4377,1,0
ids,internal,21,udp,medium,normal,0,128,3062,1,0
ids,internal,22,udp,high,malware,2,72,4674,0,1
firewall,internal,8080,udp,medium,normal,1,92,5900,0,0
firewall,external,25,tcp,medium,malware,2,209,34551,0,1
firewall,external,3306,tcp,medium,normal,4,590,446,0,0
auth,external,3389,udp,low,normal,1,4,2623,0,0
ids,external,443,udp,high,malware,2,543,42027,0,1
firewall,internal,443,tcp,high,bruteforce,18,100,7228,0,1
cloud,external,5432,tcp,low,normal,3,442,980,1,0
ids,external,22,tcp,low,normal,0,183,4052,0,1
cloud,external,8080,tcp,medium,normal,3,309,4574,1,0
cloud,internal,5432,udp,high,malware,1,96,2709,0,1
ids,external,25,tcp,medium,normal,4,265,1625,0,1
ids,external,25,udp,medium,normal,1,754,5869,1,1
firewall,internal,25,tcp,high,normal,2,173,1377,0,1
auth,external,3306,udp,low,normal,2,66,11415,0,0
firewall,internal,80,tcp,low,normal,1,64,8392,0,0
auth,internal,21,tcp,low,normal,5,737,3122,0,0
auth,internal,53,tcp,low,normal,1,352,1811,0,0
ids,internal,3389,tcp,high,malware,2,52,6153,0,1
cloud,external,5432,tcp,low,normal,0,330,3235,0,0
auth,internal,22,tcp,medium,normal,2,9,175,0,0
firewall,internal,21,udp,medium,normal,2,76,1582,0,0
cloud,external,25,tcp,medium,port_scan,3,501,41,1,1
auth,internal,8080,tcp,high,bruteforce,22,180,13897,0,1
ids,external,25,tcp,high,normal,4,12,3599,1,1
firewall,external,80,tcp,high,bruteforce,24,4,2058,1,1
firewall,internal,8080,tcp,medium,malware,3,130,12600,0,1
ids,external,5432,tcp,low,normal,2,56,8736,0,0
cloud,internal,3306,tcp,low,normal,0,611,8192,0,0
ids,external,21,tcp,low,normal,1,127,5897,1,1
auth,external,5432,tcp,low,normal,2,88,4674,0,0
firewall,external,8080,tcp,medium,normal,1,1138,579,1,0
ids,internal,53,tcp,high,port_scan,5,237,775,0,1
cloud,internal,3306,udp,low,normal,2,1349,8296,0,0
cloud,external,80,tcp,low,normal,2,579,5838,1,1
firewall,external,80,tcp,low,normal,3,908,2182,0,1
ids,internal,53,tcp,low,normal,0,50,6690,0,0
ids,internal,8080,tcp,low,normal,2,141,884,0,0
firewall,internal,22,tcp,high,malware,3,1204,801,0,1
ids,external,443,tcp,low,normal,4,277,1438,0,1
firewall,internal,3389,tcp,high,normal,0,73,6359,0,1
cloud,external,8080,udp,medium,malware,2,854,5499,0,1
firewall,external,53,tcp,medium,bruteforce,11,11,865,1,1
cloud,internal,23,tcp,medium,port_scan,0,60,9037,1,1
auth,internal,25,tcp,high,bruteforce,11,245,253,0,1
firewall,external,8080,tcp,high,normal,4,71,67,0,1
cloud,internal,5432,tcp,low,normal,3,630,3877,1,0
firewall,internal,5432,udp,high,normal,2,46,3406,0,1
cloud,internal,80,tcp,low,normal,2,603,9412,0,0
ids,internal,80,udp,medium,normal,4,279,4069,0,0
ids,internal,3389,tcp,low,normal,1,136,1134,0,0
cloud,external,80,tcp,high,malware,3,88,2580,0,1
firewall,external,3389,tcp,high,normal,1,388,8296,1,1
cloud,external,3306,udp,medium,normal,2,403,8187,0,0
cloud,internal,80,udp,low,normal,2,319,4529,1,0
ids,internal,21,udp,high,normal,0,27,1806,0,1
firewall,internal,5432,tcp,medium,normal,4,448,2561,0,0
firewall,internal,443,tcp,high,bruteforce,31,212,2218,0,1
auth,internal,3306,tcp,high,malware,2,229,20385,0,1
auth,internal,3306,tcp,low,normal,3,1554,809,0,0
ids,internal,80,tcp,low,normal,0,186,1044,1,0
firewall,internal,21,tcp,low,normal,5,146,1718,0,0
auth,internal,443,tcp,low,normal,4,30,1141,0,0
ids,internal,53,tcp,low,normal,2,43,2294,0,0
cloud,internal,53,tcp,low,normal,4,48,2277,0,0
auth,external,25,tcp,medium,normal,0,325,7484,1,1
cloud,internal,53,tcp,high,port_scan,1,90,1611,1,1
firewall,internal,3306,tcp,low,normal,3,722,827,0,0
ids,internal,443,tcp,low,normal,2,162,1030,0,0
firewall,internal,5432,tcp,low,normal,1,29,13135,0,0
ids,external,25,tcp,medium,normal,2,144,6290,0,1
cloud,internal,22,tcp,high,normal,3,50,7695,1,1
ids,external,443,tcp,high,bruteforce,39,38,4314,1,1
auth,internal,53,tcp,medium,malware,4,136,198,0,1
firewall,external,22,tcp,low,normal,3,231,893,0,1
firewall,external,5432,tcp,medium,normal,2,258,4616,0,0
ids,external,53,tcp,low,normal,3,54,300,1,1
auth,internal,21,tcp,high,malware,0,217,40923,1,1
firewall,external,25,tcp,high,malware,2,183,606,0,1
ids,internal,5432,tcp,medium,normal,1,259,8193,0,0
cloud,internal,5432,tcp,medium,normal,4,561,2506,0,0
firewall,external,3389,tcp,medium,normal,1,857,5510,1,0
firewall,external,3389,tcp,medium,normal,2,147,1515,0,0
firewall,internal,80,tcp,low,normal,2,107,2634,0,0
ids,external,5432,tcp,medium,normal,0,253,2985,0,0
cloud,internal,21,tcp,medium,normal,1,67,3764,0,0
firewall,internal,3306,tcp,low,normal,1,425,7661,0,0
ids,external,3306,tcp,high,malware,2,742,19377,0,1
firewall,internal,3306,tcp,medium,normal,2,41,684,1,0
auth,internal,443,udp,low,normal,3,59,12829,0,0
firewall,internal,22,tcp,low,normal,1,41,7021,0,0
auth,external,443,tcp,low,normal,2,189,311,0,1
ids,internal,8080,udp,low,normal,2,424,4551,1,0
ids,internal,53,tcp,medium,bruteforce,30,901,806,0,1
cloud,internal,443,tcp,low,normal,2,25,2091,1,0
ids,external,8080,tcp,low,normal,2,35,81,0,0
cloud,external,443,tcp,low,normal,2,216,284,0,1
ids,external,53,udp,low,normal,0,76,12564,0,1
cloud,external,3389,tcp,low,normal,0,125,280,0,0
firewall,internal,80,tcp,medium,normal,3,36,4800,0,0
auth,internal,22,udp,low,normal,3,909,40,0,0
ids,internal,25,udp,high,bruteforce,33,115,10538,0,1
ids,internal,25,udp,high,bruteforce,21,155,2175,0,1
ids,internal,22,tcp,high,malware,3,904,7203,1,1
ids,external,53,tcp,medium,normal,2,837,10408,0,1
firewall,internal,22,udp,medium,port_scan,2,6,5380,0,1
firewall,internal,5432,tcp,low,normal,1,342,2808,0,0
firewall,internal,22,udp,low,normal,2,642,128,0,0
auth,internal,443,tcp,high,normal,5,505,332,0,1
auth,internal,3389,tcp,low,normal,1,176,10086,0,0
auth,external,53,tcp,low,normal,3,228,1992,0,1
firewall,internal,80,tcp,low,normal,3,186,9029,1,0
firewall,internal,3306,tcp,low,normal,0,34,480,1,0
firewall,external,8080,tcp,low,normal,1,116,563,0,0
cloud,internal,21,tcp,high,malware,2,30,11829,0,1
ids,external,5432,udp,medium,bruteforce,39,403,1920,0,1
ids,internal,25,udp,medium,normal,2,566,12934,0,0
auth,external,3306,tcp,low,normal,1,740,543,1,0
ids,internal,80,udp,low,normal,3,0,4160,0,0
cloud,external,22,tcp,medium,bruteforce,23,391,2703,0,1
cloud,internal,3306,tcp,low,normal,2,81,15147,1,0
ids,internal,8080,tcp,low,normal,1,471,14062,0,0
ids,external,5432,tcp,medium,bruteforce,27,147,160,0,1
firewall,internal,3389,tcp,high,bruteforce,14,572,887,1,1
auth,internal,443,tcp,high,port_scan,1,116,8377,0,1
ids,internal,25,udp,medium,port_scan,1,22,7524,0,1
auth,internal,53,udp,low,normal,1,928,334,0,0
firewall,external,3389,tcp,high,malware,3,174,1035,0,1
firewall,external,8080,tcp,low,normal,2,265,2184,0,0
ids,internal,5432,tcp,low,normal,1,579,3116,0,0
auth,internal,25,tcp,medium,normal,2,520,16363,1,0
ids,external,21,tcp,low,normal,1,246,5806,0,1
cloud,internal,21,udp,low,normal,2,1156,7028,1,0
firewall,external,25,tcp,high,port_scan,2,305,9781,0,1
firewall,internal,3306,tcp,low,normal,6,531,394,0,0
cloud,external,8080,tcp,medium,bruteforce,24,49,4050,0,1
cloud,internal,5432,tcp,medium,normal,1,315,559,0,0
firewall,internal,5432,tcp,low,normal,1,34,2754,0,0
ids,internal,25,tcp,high,port_scan,2,60,5966,1,1
auth,external,3306,udp,medium,normal,4,283,6646,1,0
firewall,internal,53,tcp,low,normal,2,485,8861,0,0
ids,external,5432,tcp,medium,malware,2,741,16461,0,1
cloud,internal,3389,tcp,medium,malware,2,137,6360,0,1
ids,internal,80,tcp,low,normal,2,270,3429,0,0
ids,external,22,udp,high,normal,2,362,9638,0,1
ids,internal,22,tcp,high,port_scan,1,39,508,0,1
auth,internal,53,tcp,medium,bruteforce,23,153,8118,1,1
auth,internal,22,tcp,high,normal,1,593,2224,0,1
firewall,external,22,tcp,high,malware,0,79,15849,0,1
firewall,internal,3389,tcp,high,normal,2,288,2482,0,1
firewall,internal,25,udp,low,normal,1,40,15114,1,0
auth,internal,3306,tcp,medium,malware,3,371,2031,0,1
ids,internal,3389,tcp,medium,normal,1,538,9712,0,0
cloud,internal,443,udp,high,bruteforce,40,995,3557,0,1
ids,external,21,tcp,medium,bruteforce,24,361,453,0,1
cloud,internal,80,tcp,low,normal,1,688,626,0,0
ids,external,8080,udp,medium,malware,3,160,5019,0,1
auth,internal,53,tcp,low,normal,0,83,13607,1,0
ids,external,8080,tcp,low,normal,5,721,1514,0,0
ids,external,3306,tcp,low,normal,3,307,1785,0,0
cloud,internal,8080,tcp,medium,normal,0,62,1181,0,0
cloud,internal,443,tcp,high,normal,1,475,910,1,1
firewall,external,21,udp,high,bruteforce,36,734,3416,1,1
auth,internal,8080,tcp,medium,normal,0,193,3415,1,0
firewall,internal,443,tcp,high,port_scan,3,281,5650,1,1
cloud,external,22,tcp,low,normal,0,90,544,1,1
firewall,internal,80,tcp,medium,normal,3,103,2332,0,0
firewall,internal,25,tcp,low,normal,1,366,470,1,0
firewall,external,23,tcp,high,port_scan,1,66,15744,0,1
firewall,internal,3389,tcp,medium,bruteforce,31,85,8298,0,1
cloud,internal,22,udp,medium,bruteforce,39,163,7595,0,1
ids,internal,25,tcp,medium,normal,2,157,2432,0,0
ids,internal,5432,tcp,low,normal,3,599,1746,1,0
firewall,external,80,tcp,high,port_scan,0,1255,11281,0,1
auth,external,8080,tcp,medium,normal,3,828,12373,0,0
ids,internal,443,tcp,medium,normal,2,11,4766,0,0
firewall,external,53,tcp,low,normal,5,23,4036,0,1
cloud,internal,8080,udp,medium,malware,2,102,54561,0,1
ids,external,5432,udp,medium,normal,1,77,1090,0,0
auth,internal,80,tcp,medium,bruteforce,19,482,718,0,1
auth,internal,5432,udp,medium,malware,3,47,44358,0,1
firewall,internal,443,tcp,low,normal,3,290,1424,1,0
cloud,internal,25,tcp,high,port_scan,3,242,7131,0,1
auth,internal,23,tcp,medium,port_scan,2,225,37619,1,1
firewall,internal,53,udp,low,normal,4,46,6674,0,0
firewall,external,80,tcp,low,normal,1,1,5373,0,1
auth,external,21,tcp,high,port_scan,6,540,1381,0,1
firewall,external,53,tcp,low,normal,5,315,4584,0,1
cloud,internal,443,tcp,medium,port_scan,5,121,4534,1,1
firewall,internal,443,tcp,medium,normal,1,316,25867,1,0
ids,internal,5432,tcp,medium,normal,6,54,4614,0,0
ids,internal,80,tcp,high,normal,2,1107,13026,0,1
ids,internal,22,udp,high,normal,2,347,299,0,1
ids,internal,8080,udp,medium,normal,1,381,3444,0,0
cloud,internal,80,tcp,high,normal,1,79,2000,0,1
auth,external,8080,tcp,medium,normal,1,43,2043,0,0
auth,external,443,tcp,high,normal,6,20,2371,1,1
auth,internal,3389,tcp,low,normal,1,109,1624,1,0
cloud,external,25,tcp,high,port_scan,2,30,39,0,1
firewall,internal,5432,tcp,low,normal,4,1647,496,0,0
cloud,internal,22,udp,low,normal,1,1360,2328,0,0
firewall,internal,21,tcp,high,port_scan,1,13,3498,0,1
cloud,external,25,tcp,medium,malware,2,147,12435,1,1
auth,internal,25,udp,medium,bruteforce,13,199,2257,0,1
ids,internal,25,udp,medium,normal,1,46,11730,0,0
firewall,internal,443,tcp,low,normal,5,61,1391,0,0
firewall,internal,8080,tcp,low,normal,1,864,3119,0,0
ids,internal,23,udp,medium,port_scan,3,498,295,0,1
firewall,external,25,tcp,high,bruteforce,14,238,9579,1,1
firewall,internal,80,udp,high,malware,1,453,13563,1,1
ids,external,443,udp,medium,normal,4,565,5562,0,1
cloud,internal,443,tcp,low,normal,3,251,556,1,0
auth,internal,3389,tcp,medium,normal,2,351,7578,0,0
cloud,external,3389,tcp,low,normal,0,100,9347,0,0
auth,internal,25,udp,low,normal,1,106,87,0,0
firewall,internal,80,tcp,low,normal,3,561,1020,0,0
firewall,internal,22,tcp,low,normal,4,440,2839,0,0
auth,external,22,tcp,low,normal,2,206,10441,0,1
cloud,external,21,tcp,low,normal,3,346,5492,0,1
ids,internal,21,tcp,medium,malware,1,187,8841,0,1
cloud,internal,3389,tcp,low,normal,4,240,3852,0,0
cloud,external,80,udp,high,normal,0,51,6012,0,1
auth,internal,443,tcp,high,port_scan,3,14,2971,1,1
cloud,internal,3389,udp,low,normal,3,14,1315,1,0
firewall,external,25,tcp,medium,bruteforce,37,302,2698,0,1
cloud,external,25,tcp,high,normal,4,225,3133,0,1
auth,internal,53,tcp,low,normal,3,328,865,0,0
ids,external,80,tcp,high,normal,0,291,1567,0,1
cloud,internal,8080,tcp,medium,bruteforce,23,216,1148,0,1
firewall,external,3306,tcp,medium,normal,2,35,1570,0,0
firewall,internal,80,tcp,medium,bruteforce,37,608,6188,0,1
firewall,internal,8080,udp,low,normal,0,544,10081,0,0
ids,internal,25,tcp,high,normal,2,268,2160,1,1
firewall,internal,3389,udp,medium,normal,5,90,25284,1,0
cloud,internal,25,tcp,low,normal,1,240,428,0,0
ids,external,5432,tcp,low,normal,1,368,1371,0,0
ids,internal,25,tcp,low,normal,3,411,3362,0,0
ids,external,53,udp,high,bruteforce,28,198,6847,0,1
firewall,internal,21,tcp,high,bruteforce,38,196,2592,1,1
auth,external,3389,tcp,high,bruteforce,13,170,1758,0,1
auth,internal,443,tcp,low,normal,2,661,2206,1,0
cloud,internal,25,tcp,medium,normal,2,159,1515,0,0
auth,internal,22,tcp,high,bruteforce,33,246,5355,1,1
ids,internal,5432,tcp,high,normal,2,260,1993,0,1
cloud,internal,25,tcp,low,normal,1,513,9885,0,0
auth,internal,53,tcp,medium,bruteforce,37,388,4020,0,1
firewall,external,5432,udp,low,normal,3,189,15322,0,0
auth,external,22,tcp,medium,normal,0,122,1044,0,1
cloud,external,8080,tcp,low,normal,2,256,11316,0,0
auth,internal,21,tcp,low,normal,4,2508,8739,0,0
firewall,external,53,tcp,medium,port_scan,3,58,7155,0,1
auth,internal,80,udp,low,normal,4,1254,3965,1,0
ids,internal,3306,tcp,low,normal,4,13,10455,0,0
firewall,internal,443,tcp,low,normal,2,186,7720,0,0
firewall,internal,25,tcp,low,normal,3,1457,8055,0,0
ids,internal,25,tcp,high,normal,1,713,1071,1,1
ids,internal,8080,tcp,medium,normal,3,732,13631,0,0
ids,internal,53,tcp,low,normal,0,518,20655,0,0
auth,external,80,tcp,high,malware,0,273,12348,1,1
cloud,external,23,tcp,medium,port_scan,0,120,8364,0,1
cloud,internal,3306,tcp,low,normal,2,48,4335,0,0
firewall,internal,8080,tcp,low,normal,3,392,1492,1,0
firewall,external,3389,tcp,low,normal,1,29,5952,0,0
cloud,internal,25,tcp,high,port_scan,2,115,4178,0,1
ids,external,3306,tcp,high,normal,3,85,1411,0,1
auth,external,8080,tcp,high,malware,3,6,17115,1,1
auth,internal,8080,udp,high,normal,1,461,1422,1,1
ids,internal,5432,tcp,medium,normal,4,454,749,0,0
cloud,external,21,tcp,high,normal,3,421,4261,1,1
cloud,external,80,udp,high,normal,1,174,2978,0,1
ids,internal,443,udp,low,normal,6,151,5500,0,0
ids,internal,443,udp,high,normal,4,151,9595,0,1
ids,external,25,tcp,medium,port_scan,2,58,8675,0,1
firewall,internal,53,tcp,low,normal,1,481,6253,1,0
firewall,external,3389,tcp,low,normal,0,318,631,0,0
firewall,external,3306,tcp,medium,normal,0,281,4193,0,0
ids,external,80,tcp,low,normal,5,302,980,0,1
cloud,internal,443,tcp,high,malware,3,180,2838,0,1
firewall,external,22,udp,low,normal,0,152,1538,1,1
ids,internal,3389,tcp,high,normal,0,195,9175,1,1
firewall,internal,80,tcp,high,normal,3,239,5912,0,1
firewall,internal,53,tcp,medium,malware,0,85,4794,0,1
firewall,internal,25,udp,high,bruteforce,18,254,1994,1,1
ids,external,22,tcp,low,normal,3,29,2084,0,1
ids,external,80,tcp,medium,normal,1,215,4635,0,1
cloud,internal,25,tcp,high,malware,2,259,4152,1,1
cloud,internal,8080,tcp,low,normal,3,115,1047,0,0
firewall,internal,53,udp,low,normal,2,3,10997,0,0
firewall,internal,25,tcp,high,malware,3,360,4641,0,1
auth,external,22,tcp,high,normal,1,201,7705,0,1
auth,internal,53,tcp,high,port_scan,5,131,3150,1,1
firewall,external,21,tcp,high,normal,3,155,14308,1,1
cloud,external,5432,tcp,high,malware,1,39,36996,0,1
firewall,internal,21,tcp,low,normal,0,170,6425,1,0
firewall,internal,22,tcp,low,normal,0,63,5421,1,0
auth,internal,8080,tcp,medium,normal,3,972,616,1,0
cloud,internal,80,tcp,low,normal,1,48,290,0,0
auth,internal,21,tcp,medium,normal,2,61,5207,0,0
ids,internal,8080,tcp,low,normal,1,586,13406,0,0
firewall,external,5432,udp,high,normal,0,379,284,0,1
firewall,internal,80,tcp,low,normal,1,327,2589,0,0
firewall,external,5432,udp,low,normal,4,19,6552,1,0
auth,internal,80,tcp,low,normal,1,50,9032,0,0
cloud,internal,21,udp,low,normal,4,78,8083,1,0
auth,internal,8080,tcp,medium,normal,0,423,826,0,0
cloud,internal,25,tcp,medium,malware,2,53,849,1,1
ids,internal,25,tcp,high,port_scan,0,400,7509,1,1
cloud,external,80,tcp,medium,bruteforce,28,106,1306,0,1
auth,internal,5432,tcp,low,normal,1,89,3521,0,0
firewall,external,3306,tcp,high,normal,6,364,12371,0,1
auth,external,21,tcp,medium,normal,1,221,1213,0,1
ids,external,8080,tcp,low,normal,3,43,628,0,0
auth,external,80,udp,low,normal,3,2115,1334,0,1
firewall,internal,3306,tcp,medium,normal,3,117,957,0,0
ids,external,3306,tcp,low,normal,3,168,2605,0,0
auth,external,5432,tcp,high,bruteforce,33,119,2431,0,1
auth,external,25,tcp,medium,normal,2,97,1333,1,1
ids,internal,3306,tcp,medium,normal,3,5,12868,1,0
ids,internal,3389,tcp,medium,normal,1,184,1012,0,0
firewall,external,3306,tcp,high,malware,1,82,12960,0,1
firewall,external,3389,tcp,high,normal,3,1226,299,1,1
cloud,external,22,tcp,medium,port_scan,2,222,245,1,1
cloud,external,53,udp,medium,normal,1,126,13106,0,1
firewall,internal,80,tcp,high,bruteforce,14,300,510,0,1
auth,internal,443,tcp,medium,normal,4,873,1697,1,0
firewall,external,53,tcp,low,normal,0,532,3521,1,1
auth,internal,8080,tcp,medium,malware,2,295,20883,0,1
ids,external,80,tcp,medium,normal,1,55,3367,1,1
firewall,external,25,tcp,medium,normal,4,211,476,0,1
auth,internal,22,udp,high,normal,3,235,3495,1,1
ids,internal,22,udp,low,normal,1,110,18830,0,0
auth,external,8080,tcp,low,normal,1,592,4717,0,0
cloud,internal,25,tcp,high,normal,4,526,1256,0,1
firewall,internal,25,tcp,high,port_scan,1,58,2268,0,1
firewall,external,53,tcp,low,normal,0,46,3924,0,1
cloud,external,3389,tcp,low,normal,3,66,325,0,0
auth,external,22,tcp,low,normal,0,956,5292,0,1
ids,internal,443,tcp,medium,bruteforce,27,179,4228,1,1
firewall,internal,22,tcp,high,bruteforce,25,252,3162,0,1
auth,external,53,tcp,high,port_scan,3,78,3661,0,1
firewall,internal,53,tcp,high,malware,1,160,18444,0,1
ids,internal,3389,tcp,low,normal,1,542,5895,0,0
firewall,internal,21,tcp,low,normal,2,759,666,0,0
cloud,internal,8080,tcp,low,normal,1,1125,5067,0,0
auth,internal,443,tcp,medium,normal,0,556,7844,0,0
cloud,internal,5432,tcp,medium,malware,2,80,3849,1,1
auth,internal,21,udp,low,normal,2,630,6135,0,0
cloud,external,25,tcp,medium,normal,2,723,7712,1,1
ids,internal,53,tcp,low,normal,2,206,5698,0,0
auth,internal,443,tcp,low,normal,2,32,9301,0,0
ids,internal,22,tcp,low,normal,2,924,6181,0,0
auth,internal,80,tcp,low,normal,1,119,1177,1,0
firewall,external,8080,tcp,low,normal,0,309,2296,1,0
firewall,external,21,tcp,high,port_scan,0,4,3014,0,1
cloud,external,25,tcp,high,normal,3,120,464,0,1
cloud,external,21,tcp,medium,malware,0,164,5319,0,1
ids,external,21,tcp,high,bruteforce,36,89,11651,1,1
auth,internal,5432,tcp,low,normal,2,704,5457,1,0
firewall,internal,80,tcp,low,normal,3,437,6152,0,0
firewall,internal,8080,tcp,high,malware,3,8,15264,0,1
cloud,internal,443,tcp,high,malware,1,194,13638,0,1
firewall,external,443,tcp,low,normal,1,301,4545,0,1
cloud,internal,3389,tcp,low,normal,0,74,4413,0,0
ids,external,22,udp,low,normal,2,210,21463,0,1
auth,internal,25,tcp,medium,normal,1,253,461,0,0
auth,internal,80,tcp,low,normal,3,108,5358,1,0
ids,internal,3389,tcp,high,normal,1,21,5410,0,1
firewall,external,443,tcp,medium,normal,1,353,5889,0,1
cloud,external,22,tcp,high,normal,2,151,18592,1,1
auth,external,3306,tcp,medium,normal,0,129,14279,1,0
firewall,external,25,tcp,low,normal,5,0,1580,1,1
firewall,internal,3389,tcp,low,normal,4,269,5089,1,0
ids,internal,22,udp,low,normal,3,366,18060,1,0
ids,external,22,tcp,medium,normal,3,134,4177,1,1
firewall,external,22,udp,low,normal,3,289,1358,0,1
